00:00:05 [DEBUG]	 SELF 	 [648044]Curr Timer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 25>
00:00:05 [DEBUG]	 SELF 	 [648044]Server receive heart package.TaskTimer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 49>
11:57:57 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
11:57:57 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
11:57:57 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
11:57:57 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
11:58:07 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
11:58:07 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
11:58:07 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
11:58:07 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
11:58:17 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
11:58:17 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
11:58:17 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
11:58:17 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
11:58:27 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
11:58:27 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
11:58:27 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
11:58:27 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
11:58:37 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
11:58:37 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
11:58:37 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
11:58:37 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
11:58:45 [DEBUG]	 SELF 	 [648044]Curr Timer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 25>
11:58:45 [DEBUG]	 SELF 	 [648044]Server receive heart package.TaskTimer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 49>
11:58:47 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
11:58:47 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
11:58:47 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
11:58:48 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
11:58:57 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
11:58:57 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
11:58:57 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
11:58:57 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
11:59:07 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
11:59:07 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
11:59:07 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
11:59:07 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
11:59:17 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
11:59:17 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
11:59:17 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
11:59:17 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
11:59:27 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
11:59:27 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
11:59:27 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
11:59:27 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
11:59:37 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
11:59:37 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
11:59:37 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
11:59:37 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
11:59:40 [DEBUG]	 SELF 	 [648044]Curr Timer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 25>
11:59:40 [DEBUG]	 SELF 	 [648044]Server receive heart package.TaskTimer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 49>
11:59:47 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
11:59:47 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
11:59:47 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
11:59:47 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
11:59:57 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
11:59:57 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
11:59:57 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
11:59:57 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:00:07 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:00:07 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:00:07 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:00:07 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:00:17 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:00:17 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:00:17 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:00:17 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:00:27 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:00:27 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:00:27 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:00:28 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:00:35 [DEBUG]	 SELF 	 [648044]Curr Timer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 25>
12:00:35 [DEBUG]	 SELF 	 [648044]Server receive heart package.TaskTimer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 49>
12:00:37 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:00:37 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:00:37 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:00:37 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:00:47 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:00:47 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:00:47 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:00:47 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:00:58 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:00:58 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:00:58 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:00:58 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:01:07 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:01:07 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:01:08 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:01:08 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:01:17 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:01:17 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:01:17 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:01:17 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:01:27 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:01:27 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:01:27 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:01:28 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:01:30 [DEBUG]	 SELF 	 [648044]Curr Timer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 25>
12:01:30 [DEBUG]	 SELF 	 [648044]Server receive heart package.TaskTimer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 49>
12:01:37 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:01:37 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:01:38 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:01:38 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:01:47 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:01:47 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:01:47 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:01:48 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:01:57 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:01:57 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:01:58 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:01:58 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:02:07 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:02:07 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:02:07 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:02:07 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:02:17 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:02:17 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:02:17 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:02:17 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:02:25 [DEBUG]	 SELF 	 [648044]Curr Timer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 25>
12:02:25 [DEBUG]	 SELF 	 [648044]Server receive heart package.TaskTimer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 49>
12:02:27 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:02:27 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:02:27 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:02:28 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:02:37 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:02:37 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:02:37 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:02:37 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:02:47 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:02:47 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:02:47 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:02:48 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:02:57 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:02:57 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:02:57 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:02:57 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:03:07 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:03:07 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:03:07 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:03:07 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:03:17 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:03:17 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:03:17 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:03:18 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:03:20 [DEBUG]	 SELF 	 [648044]Curr Timer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 25>
12:03:20 [DEBUG]	 SELF 	 [648044]Server receive heart package.TaskTimer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 49>
12:03:27 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:03:27 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:03:27 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:03:27 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:03:37 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:03:37 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:03:37 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:03:37 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:03:47 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:03:47 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:03:47 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:03:47 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:03:57 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:03:57 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:03:57 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:03:58 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:04:07 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:04:07 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:04:07 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:04:08 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:04:15 [DEBUG]	 SELF 	 [648044]Curr Timer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 25>
12:04:15 [DEBUG]	 SELF 	 [648044]Server receive heart package.TaskTimer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 49>
12:04:17 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:04:17 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:04:17 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:04:18 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:04:27 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:04:27 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
12:04:27 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
12:04:27 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
12:04:37 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
12:04:37 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
